timestamp,building_id,room_id,temperature_c,humidity_percent,energy_usage_kwh,water_usage_liters,occupancy_count,device_status,maintenance_issue_type,maintenance_frequency,maintenance_resolution_time,resident_feedback_score,complaint_count,predicted_energy_usage,predicted_maintenance_need,predicted_resident_satisfaction,recommended_action
06-01-2024 13:21,B1,R9,27.3,45.1,26.9,246.1,0,Off,Electrical,3,5.7,3.2,1,26.22577869,2.520714956,3.196151136,Monitor Device
27-06-2024 06:41,B2,R10,25.4,64.1,35.3,60,2,Malfunction,HVAC,2,5,1.7,3,36.83197153,1.801706445,1.991298299,No Action
17-01-2024 13:42,B1,R6,27,53.1,19.8,213.8,0,Malfunction,None,2,9,1.3,1,18.34079152,2.206088166,1.237564287,Increase Maintenance
08-07-2024 05:13,B1,R4,22.6,63.3,44.4,395.8,1,On,None,2,2.7,1,1,45.78377584,1.809412475,0.874122258,Increase Maintenance
15-04-2024 03:32,B1,R9,25.9,36,29,130.9,5,Off,Plumbing,1,1,1.6,0,27.12749055,1.12173585,1.473020796,Adjust Temperature
11-08-2024 05:48,B2,R1,25.8,41.6,36.4,126.7,0,Malfunction,None,0,1.6,4.9,3,39.46866973,0,4.46421897,No Action
06-08-2024 23:07,B3,R8,24.2,50,15.6,135.7,2,On,Plumbing,3,3.9,2.5,2,14.5684283,3.556613268,2.990193979,Increase Maintenance
23-07-2024 02:56,B3,R2,23.4,60.8,20.1,103.4,2,Malfunction,None,5,16.1,2.2,0,21.9831346,5.564046743,2.518690603,Adjust Temperature
18-07-2024 18:01,B1,R3,25,50,18.3,376.3,5,Off,None,0,7.4,3.3,1,17.10900754,0,2.891104319,Increase Maintenance
04-04-2024 20:06,B2,R2,20.8,31.2,19.7,235.5,2,Off,None,0,16.9,1.3,3,19.56057164,0,1.045226083,Adjust Temperature
05-02-2024 16:00,B3,R2,22.8,48.1,45.4,55,5,Off,None,5,4,3.3,2,47.43233409,5.735110862,3.391554156,Adjust Temperature
01-03-2024 10:45,B3,R6,24.9,38.3,17.3,188,2,Malfunction,Electrical,2,23.2,1.3,2,17.45121139,1.75831694,1.314630025,Adjust Temperature
13-01-2024 20:04,B3,R2,25.6,39.5,10.3,176.3,5,On,None,4,18.1,4.9,3,11.26079829,3.491368948,4.431036555,Increase Maintenance
07-08-2024 09:51,B1,R2,25.2,59.4,43.1,367.4,1,On,HVAC,4,12.1,3.7,3,40.85273543,3.965757856,4.011877802,Monitor Device
10-08-2024 13:38,B3,R9,24.2,31.7,49.3,290.5,2,Malfunction,None,4,18.9,2.1,3,45.86095435,3.964576267,1.909178268,No Action
12-08-2024 08:02,B1,R3,23.3,56.6,45.5,334.6,4,Off,Electrical,3,14.6,4.1,1,43.99323854,2.901147021,3.524634996,Monitor Device
07-08-2024 04:03,B1,R10,18.8,59.2,11.4,467.1,3,Off,HVAC,3,16.2,4.4,3,12.07903328,2.684796957,5.274713357,Monitor Device
05-03-2024 16:58,B2,R10,23.4,38.5,20.6,364.8,1,Off,None,5,15.1,4.6,2,19.46048621,5.897730381,5.124902483,Adjust Temperature
13-06-2024 02:20,B3,R8,26.7,62.3,35.4,347.7,0,Malfunction,None,2,10.4,2.8,3,32.51401381,1.723259456,2.634207321,Adjust Temperature
02-05-2024 05:00,B3,R2,23.7,49.2,16.7,478.1,0,On,HVAC,0,3.5,4.2,0,18.3544772,0,4.664669648,Adjust Temperature
18-01-2024 02:07,B3,R2,23.2,40.6,25.6,456.1,2,Malfunction,Electrical,0,4.1,4.8,3,26.43161729,0,5.070409594,No Action
08-01-2024 09:09,B1,R10,25.2,53.1,33.4,186.6,4,On,None,2,2.8,2.7,3,30.39609808,1.707981311,2.547318603,Monitor Device
07-01-2024 23:05,B2,R10,18.4,36,27.4,342.8,4,Malfunction,Electrical,2,7.7,2.7,3,29.56356081,2.314449433,2.672305425,Increase Maintenance
31-05-2024 10:27,B2,R8,23.5,69.9,25,380.2,0,On,None,1,16.7,2.8,0,23.32365835,1.19761227,2.365116268,Monitor Device
08-08-2024 01:54,B1,R10,21.2,55.8,25.3,166.8,2,On,None,1,8.8,2.4,1,24.14233203,0.891912137,2.624248505,Monitor Device
05-05-2024 23:49,B2,R2,23.1,44.1,7.8,481.6,0,On,Plumbing,0,1.6,1.4,3,8.027166072,0,1.586258585,Adjust Temperature
16-01-2024 17:00,B3,R5,23.9,61.7,8,101.4,4,Malfunction,HVAC,5,18,3,0,8.057620124,5.294521044,2.66483479,No Action
09-05-2024 16:07,B1,R7,19.4,39.7,40.2,231.2,1,Malfunction,None,0,5.7,4.2,2,40.21612754,0,4.784300984,Increase Maintenance
26-02-2024 21:49,B1,R10,20.6,62.4,29.2,381,4,Malfunction,Plumbing,2,7.1,3.1,3,27.03385226,2.137225183,2.757709403,No Action
29-07-2024 23:43,B2,R8,20.8,60.9,41.7,87.2,2,Malfunction,None,2,9,2.8,2,38.85118351,2.353938989,2.341609117,Adjust Temperature
13-07-2024 17:28,B1,R1,27.2,51.7,19.1,253.1,0,On,None,3,17.6,2.3,3,19.63264993,3.559812988,1.90567816,Monitor Device
20-07-2024 08:14,B3,R2,15.7,59,13.9,158.4,3,On,Plumbing,2,3.6,2.2,1,14.792722,1.91246975,2.541255914,No Action
09-06-2024 21:17,B1,R4,24.1,32.7,40.9,487.6,0,On,Electrical,3,1.6,1.6,0,39.21589759,3.329185578,1.593477063,Monitor Device
14-03-2024 01:11,B2,R1,26.4,52.5,31.5,182.3,3,Off,None,1,12.4,4.3,0,28.80808308,1.11971538,5.041885119,Adjust Temperature
27-04-2024 13:46,B3,R1,24.1,60.4,26.8,370.8,2,Off,HVAC,3,10.7,3.9,1,24.19681596,2.886807641,3.4266627,Increase Maintenance
17-05-2024 04:56,B2,R3,26.2,60.2,44.4,172,3,Malfunction,Electrical,5,6,2,2,42.71130962,4.289448856,1.966622876,Increase Maintenance
27-05-2024 08:05,B2,R9,23.4,68.4,17.4,132.5,2,On,HVAC,2,4.9,2.8,2,16.05607493,1.742128042,3.257005277,Adjust Temperature
08-08-2024 08:01,B2,R10,21.6,45.4,49.5,86.5,1,Off,HVAC,3,18.2,2.3,0,47.49008361,3.41381295,2.091935576,Adjust Temperature
25-07-2024 12:07,B2,R4,23.9,60.3,24.6,338.4,4,Off,Plumbing,2,14,3.5,3,25.35126665,1.716862303,3.241689953,Increase Maintenance
29-03-2024 05:16,B3,R1,21.7,39.6,32.2,193.4,2,Off,None,5,16,1.8,2,32.62721536,5.713869452,2.099503796,Increase Maintenance
17-01-2024 14:37,B3,R10,22.6,62.2,12.8,70.2,0,On,HVAC,3,22.4,3.4,0,13.88718,2.618583114,3.408952707,No Action
19-03-2024 07:56,B3,R8,22.9,56.4,10.4,268.6,4,Malfunction,None,4,13.2,4.6,0,10.71265303,3.440440201,5.320562627,Adjust Temperature
12-06-2024 04:32,B3,R8,21.9,33.3,8.8,466.4,2,On,None,3,12.5,4.8,3,8.515048371,3.231141336,5.426480245,No Action
23-02-2024 14:51,B2,R6,24.6,64.4,45.7,409.1,2,Off,None,2,16.8,2.4,2,44.73137485,1.833498875,2.548093848,Increase Maintenance
17-04-2024 16:05,B3,R8,25.8,31.2,10.5,266.2,1,Off,Plumbing,1,3.1,3.4,3,9.648292508,1.184679968,3.987717214,Adjust Temperature
21-01-2024 13:24,B1,R4,19.7,63.9,49.9,480.1,2,Off,Electrical,0,16.6,2.8,0,48.14466085,0,2.642559579,Increase Maintenance
22-02-2024 18:43,B1,R8,23.7,57.7,23.8,155.1,3,On,None,1,7.2,2.3,1,22.56698769,1.121226068,2.279439024,Increase Maintenance
26-05-2024 13:50,B2,R10,24.6,53.2,28.5,88.1,4,Off,Electrical,5,9.7,1.2,2,30.98309744,5.792674867,1.184526221,No Action
30-03-2024 06:02,B3,R4,19.3,54.4,37.7,61.5,0,Malfunction,None,3,9.6,1.4,0,41.06618498,2.831188032,1.637551325,Monitor Device
09-05-2024 17:06,B3,R2,27.5,58,23.1,204.3,1,Off,HVAC,2,20.2,3.7,2,22.8244772,2.18321518,3.061835725,Adjust Temperature
10-04-2024 01:08,B3,R2,23.9,49.7,24.6,394.3,1,Malfunction,HVAC,1,3,2.4,2,22.67748581,1.047482458,1.94517706,Increase Maintenance
28-06-2024 13:34,B3,R10,25,47.2,27.2,64,4,Malfunction,HVAC,3,2.2,2.5,3,28.44833734,3.039141704,2.51847911,Monitor Device
16-03-2024 16:19,B2,R6,19.4,68,35,315.6,2,On,None,3,11.1,1.5,2,34.60779698,2.755428085,1.547599439,Adjust Temperature
10-04-2024 17:42,B2,R2,23,37.5,45.8,84,0,Malfunction,Plumbing,4,19.3,2.6,1,49.73128131,3.777891702,2.957229665,No Action
23-04-2024 00:38,B3,R4,21.8,64.1,19.8,496.8,0,Off,None,4,5.8,3.3,0,17.96047643,3.415672632,3.340522849,Adjust Temperature
10-06-2024 22:11,B2,R6,25.1,65.2,42.2,279.6,1,Malfunction,Electrical,4,9.4,3.4,1,40.54533636,4.729595102,2.888510457,No Action
29-04-2024 08:56,B3,R6,20.4,32.8,5.9,193.2,4,Malfunction,None,2,15.6,4.6,0,5.611659062,2.35904495,4.272787209,Increase Maintenance
26-01-2024 06:29,B2,R4,21.1,46.9,8.7,119.4,2,On,None,0,11.8,2.1,1,8.794151804,0,1.744104245,No Action
20-02-2024 05:09,B1,R1,25.7,68.5,30,145.1,5,Malfunction,Plumbing,0,14.4,4.4,2,29.08784875,0,3.773988939,Monitor Device
12-04-2024 20:30,B3,R3,26.1,35.3,19.3,277.1,5,On,HVAC,1,9,2.3,3,17.92453205,1.104447674,2.111581903,Monitor Device
15-06-2024 10:47,B1,R3,20.7,40.9,8.6,117.6,0,On,Plumbing,0,4.5,2,0,7.747547928,0,2.333012128,Increase Maintenance
26-02-2024 18:12,B1,R4,20.9,62.6,21.4,344.1,3,Off,None,0,21.9,2,3,22.79114723,0,2.138147099,Increase Maintenance
08-06-2024 20:26,B2,R5,25.5,64.5,32.2,180.6,0,Malfunction,Plumbing,0,19.6,1.1,1,34.4676421,0,0.955086062,Monitor Device
28-05-2024 03:35,B1,R9,21.6,30.8,24,239.2,0,Malfunction,None,2,9.4,1.9,2,24.9798165,2.203398104,1.711182609,No Action
01-01-2024 14:09,B3,R9,25.1,52.5,37.5,130.7,3,On,Plumbing,0,7,3.8,3,39.20061728,0,4.403744551,Adjust Temperature
23-06-2024 23:01,B3,R8,27.9,31.7,11.4,409.8,4,On,None,2,6.3,1.9,0,11.4348471,2.127047155,2.21288215,Increase Maintenance
15-03-2024 11:58,B3,R7,29.8,47.3,35.5,214.7,1,On,None,4,13.8,4.7,0,38.4989236,3.60174199,4.920378243,Increase Maintenance
11-07-2024 10:54,B1,R10,28.1,63.6,18.1,211.3,4,Malfunction,None,3,11.1,4.5,1,17.1316212,3.214964932,5.316595305,No Action
07-03-2024 01:04,B1,R9,22.1,49,13.7,84,3,On,Electrical,3,7.5,4.7,0,13.4774784,3.092720997,4.836542356,Adjust Temperature
12-07-2024 03:18,B2,R7,18.1,48.4,7.7,484.6,2,Off,HVAC,1,9.1,2.8,0,7.139829336,1.072957443,3.010509662,No Action
02-02-2024 14:30,B3,R9,27,68.6,40.6,95.8,2,On,HVAC,0,8.2,4.9,2,42.10933671,0,4.378525911,No Action
11-08-2024 05:53,B1,R5,23.2,54.5,40.5,339.1,4,Off,None,2,20,1.9,1,44.07573782,1.750395689,1.964593281,Adjust Temperature
10-06-2024 18:41,B2,R4,28.1,32,12.9,95.1,2,On,None,2,9.4,3.2,0,13.26774739,1.605687113,2.698663548,Adjust Temperature
26-05-2024 21:18,B2,R8,20.5,30.8,41.7,173.5,1,On,None,5,13.7,1.7,2,42.74181806,5.739032146,1.804416587,Adjust Temperature
15-07-2024 13:07,B1,R7,24.2,46.5,23.7,275.4,5,Off,Electrical,5,14.4,4.6,2,24.37632785,4.077289179,3.698075455,Increase Maintenance
04-07-2024 04:21,B3,R1,18.7,43.7,26.3,118.3,1,On,Plumbing,3,7.7,2.5,3,25.34168227,2.519146102,2.677607443,Monitor Device
07-03-2024 15:46,B3,R3,26.8,42.4,25.7,455.9,1,Malfunction,None,5,8.2,3.9,1,26.69168419,4.665984413,4.406650457,Increase Maintenance
10-01-2024 00:31,B1,R5,24.8,60.9,37.5,311,3,Off,None,0,1.3,1.1,3,34.24430212,0,0.991341888,Adjust Temperature
31-07-2024 09:38,B3,R6,22.4,34.6,19.4,96.9,5,On,HVAC,3,22,3.6,0,17.58166416,2.567449426,4.167163006,Adjust Temperature
19-06-2024 02:51,B3,R2,24.2,41.8,43.5,262.4,1,Off,None,0,4.2,5,2,39.55709382,0,4.156803771,Adjust Temperature
13-08-2024 08:15,B2,R3,24.3,58.1,41.3,88.1,4,Off,None,0,9.2,1.8,2,44.2171186,0,1.563576007,Monitor Device
03-01-2024 20:00,B3,R6,26.3,63.4,47.4,454.6,0,On,HVAC,3,18.1,2.4,3,46.51689069,2.835169132,2.056371423,Increase Maintenance
06-06-2024 18:09,B2,R7,26.8,43.1,7.8,294.7,4,Off,Plumbing,1,13.2,1.3,1,7.443250319,1.060781037,1.41627519,No Action
01-02-2024 06:46,B1,R7,23.6,62.8,14.5,422.7,2,Malfunction,None,0,17.9,3.9,1,14.52735564,0,3.562314144,Monitor Device
23-07-2024 09:29,B2,R6,24.4,55.7,49.4,130.8,0,Malfunction,Electrical,5,1.7,4.6,3,46.8343941,5.944343289,3.738055463,No Action
14-03-2024 20:16,B2,R9,24.4,37.1,21.3,299.7,1,On,None,0,21.5,4.1,3,19.97778974,0,4.549460003,No Action
01-05-2024 15:22,B3,R7,19,41.2,28.9,314.8,0,Off,None,4,20.6,4.4,2,30.07837858,4.021090009,4.999949647,No Action
02-08-2024 11:18,B2,R10,23.2,57.8,26.3,383.3,0,Off,None,3,19.7,1.3,1,25.33727308,2.748152361,1.14380128,Monitor Device
21-01-2024 15:04,B1,R9,31,61.2,46.5,212.8,0,Malfunction,None,1,19.2,1.8,2,49.55061758,0.810336904,2.080818758,Adjust Temperature
28-03-2024 10:48,B2,R10,24,66.9,41.2,426.1,5,On,Electrical,0,5.5,3.3,0,42.14259661,0,3.862878821,Adjust Temperature
08-02-2024 14:18,B2,R6,19.4,41,19.8,349.2,4,Off,HVAC,2,19.8,1.3,1,18.16659081,2.283343864,1.272752274,Adjust Temperature
17-05-2024 13:04,B1,R9,22.7,58.8,26.3,292.1,1,On,HVAC,3,2.1,1.3,3,26.63138533,2.618112816,1.23395391,Monitor Device
08-01-2024 19:53,B1,R10,23.8,44.5,37.8,475.7,0,Malfunction,Plumbing,0,17.3,4.1,3,35.97136281,0,4.482959588,Monitor Device
17-06-2024 02:29,B1,R1,29.5,52.1,41.4,474.1,3,On,None,4,15.7,4.1,0,41.84048727,3.96550853,3.815258458,No Action
14-07-2024 00:14,B3,R3,16.8,53.3,6.6,404.4,1,Malfunction,None,0,6,2.7,2,6.543508475,0,3.134271461,Increase Maintenance
03-05-2024 12:54,B2,R4,24.2,53.8,35.9,169.8,3,On,Plumbing,0,6.3,3.5,1,34.91001363,0,3.492431347,No Action
14-04-2024 11:45,B1,R4,20.2,66.2,28.1,146.2,5,On,None,2,2,2.1,3,26.99476852,2.001173178,2.30573982,Adjust Temperature
16-05-2024 09:19,B3,R9,29.7,42.6,10.7,371.4,3,Malfunction,None,1,2.1,3.7,3,10.31458837,0.971903461,3.606970496,Adjust Temperature
03-08-2024 06:09,B3,R7,23.1,45.3,15.3,189.7,3,Malfunction,Electrical,5,6.7,1.5,2,14.39883316,4.072951232,1.750782251,Monitor Device
24-03-2024 04:26,B2,R6,25.5,58.1,8.8,55.9,5,Off,None,3,6.6,3.6,3,7.978688487,3.066513819,3.385236369,Adjust Temperature
15-01-2024 00:42,B1,R6,22.8,69.2,27.6,186.4,1,Malfunction,Plumbing,0,13.2,1.8,1,28.35293327,0,1.802599148,Monitor Device
24-07-2024 16:46,B3,R7,24.1,48.2,18.4,123.5,0,Off,None,2,17.6,2,2,17.85267749,1.687441644,2.007546445,Adjust Temperature
02-04-2024 23:57,B1,R6,21.5,44.7,47.3,425.4,3,Malfunction,None,4,13.8,3.4,0,45.46749521,4.247045709,2.8612136,Monitor Device
11-04-2024 15:09,B2,R7,24.9,46.5,44,368.7,2,On,None,1,17.4,1.7,3,39.60548115,0.9733136,1.490681225,Monitor Device
28-07-2024 20:12,B3,R1,18.8,65.3,20.1,192,1,Off,None,1,2.8,1.8,3,19.16016214,0.80983364,1.694197194,Monitor Device
20-04-2024 16:17,B1,R9,16.5,43.1,10,332,1,Malfunction,None,4,19.1,5,0,10.18477511,4.433928281,4.928382784,Monitor Device
21-03-2024 19:24,B3,R8,29.3,46.8,13.5,192.1,5,Malfunction,HVAC,3,15.1,4.1,1,12.32136834,2.949138051,3.785397079,No Action
14-02-2024 13:39,B2,R5,25.6,33.2,27.8,417,5,Off,Electrical,1,7.5,3.6,3,25.87853001,0.803403979,3.280202035,Increase Maintenance
03-08-2024 16:06,B1,R4,24.5,68.7,25.3,481.2,0,Malfunction,None,5,6.9,2.3,2,25.67673981,5.32987349,1.88510523,Adjust Temperature
24-07-2024 15:21,B2,R9,19.2,41.7,42.3,470.4,5,Malfunction,None,0,5.9,2.5,2,45.41967288,0,2.777645912,Adjust Temperature
15-04-2024 00:29,B2,R5,21.9,32.8,47.7,340.8,0,Off,Plumbing,1,12,3.3,0,44.25970167,0.977804332,3.880816278,No Action
03-05-2024 06:31,B3,R8,20.7,54.8,42.5,74.2,5,On,None,3,14.1,2.8,0,42.18329326,2.828250408,2.882305403,No Action
15-02-2024 16:36,B3,R9,22.9,39.9,30,391.8,2,Malfunction,Electrical,2,4.1,4.1,3,31.93703498,2.00345886,4.364749654,No Action
11-01-2024 20:13,B1,R9,23.9,57.9,5.1,411.9,5,Off,Plumbing,2,4.6,2.6,2,5.292768891,2.030569109,2.439489713,No Action
03-02-2024 00:00,B1,R9,21.6,63.4,30.3,219.3,3,Malfunction,Plumbing,3,8.2,2.2,1,32.28863198,3.368292894,2.072311058,Adjust Temperature
09-05-2024 04:09,B1,R5,26.6,64.6,5.3,311.6,4,On,Electrical,1,21.4,4.5,0,5.423223361,1.102704348,3.684208128,Adjust Temperature
15-03-2024 08:55,B1,R1,27.4,69.7,10.7,214.8,4,Off,Electrical,2,12.2,4.7,0,10.99615907,1.713373449,4.499730035,Increase Maintenance
13-02-2024 08:43,B2,R2,21.1,45.9,15.1,374,2,Off,HVAC,0,4.2,4.8,0,16.31131565,0,4.045897917,Increase Maintenance
19-01-2024 09:56,B3,R8,25.7,32,28.7,84,2,On,Electrical,1,23.1,4,2,28.35835504,0.960773353,4.657154071,Adjust Temperature
04-03-2024 21:33,B1,R7,29.2,64.3,40.4,269.8,2,On,Electrical,3,3.9,4.4,2,39.17462022,3.559801626,4.759825991,Adjust Temperature
17-06-2024 02:55,B1,R2,26.7,41,36.3,218.1,4,Malfunction,Electrical,0,4.2,3.1,3,38.58501638,0,2.841066844,Increase Maintenance
23-01-2024 11:35,B2,R5,24.6,63,42.2,379.2,0,Malfunction,HVAC,5,11.9,4.7,1,41.25247312,5.539615744,5.013986021,Monitor Device
03-01-2024 18:45,B3,R2,24.1,35.8,21.4,297.2,5,Off,None,0,20.3,3.5,3,22.40007032,0,2.981725254,Monitor Device
06-04-2024 18:16,B3,R6,25.9,53.2,40.1,169.4,3,On,Plumbing,2,14.6,2.7,2,38.61700828,2.045048231,3.034178682,No Action
14-03-2024 08:59,B3,R9,23.6,30.7,35.9,82.5,0,Malfunction,Electrical,0,10.4,3.5,2,37.15651034,0,3.298225128,Adjust Temperature
06-03-2024 15:59,B3,R4,21.7,51.5,16.2,143.4,1,Off,HVAC,4,12.8,1.1,3,16.68528423,4.232696347,1.100850661,Adjust Temperature
07-06-2024 22:43,B3,R2,21.7,45.7,16.6,111.9,4,Off,None,5,15,2.5,0,17.55601318,5.927006731,2.021419744,Monitor Device
21-03-2024 09:22,B1,R10,27.5,62.1,18.3,335,4,Malfunction,Electrical,0,20.1,2.5,1,18.00422855,0,2.756693403,Increase Maintenance
11-04-2024 23:51,B2,R1,29,36.9,18.6,127.9,2,On,None,2,2.9,4.6,3,19.72749069,1.695386992,3.695855077,Increase Maintenance
25-02-2024 15:53,B2,R9,28.5,45.7,31.6,194.8,5,Off,Electrical,2,16.7,3.7,3,31.53618279,1.879524106,4.273849514,Increase Maintenance
01-07-2024 10:21,B1,R7,27.6,50.3,31.2,80.9,5,Off,None,2,15.2,1.5,1,29.66066579,1.968562337,1.713862361,No Action
15-05-2024 04:04,B3,R4,24,51.4,22.3,420.4,1,On,None,4,16.1,4.5,0,23.80032361,3.528053889,5.297255102,Monitor Device
22-02-2024 02:58,B1,R6,30,40.3,24.4,210.7,3,On,Plumbing,2,3,1.8,1,26.44215019,2.075588762,1.984745257,No Action
01-02-2024 10:02,B2,R7,24.5,44.2,17.5,56.1,5,On,HVAC,3,6.4,1.1,1,18.36575982,2.996582443,1.112762709,Increase Maintenance
03-07-2024 09:42,B1,R9,24.3,38.9,27.4,464.7,3,Malfunction,HVAC,4,6.6,3.1,1,25.78201102,4.264005578,3.09174564,No Action
08-07-2024 10:11,B1,R9,24.6,32,5.5,478,5,On,None,1,17.3,3.5,1,5.045219526,1.152562535,3.145747511,Monitor Device
15-05-2024 18:53,B3,R2,17.2,45.8,48,409.2,5,Malfunction,HVAC,5,23.5,1.4,1,45.02451027,5.834410628,1.163047376,Monitor Device
28-05-2024 09:37,B1,R10,23.2,41.4,10.4,450.5,3,On,HVAC,0,13.6,2.9,1,9.634032401,0,3.469262754,No Action
11-07-2024 21:48,B1,R6,18.7,62.9,7.2,153.8,4,Malfunction,None,2,2.8,3.3,2,7.606146266,1.658230578,2.645717758,Adjust Temperature
29-06-2024 14:02,B3,R5,21.8,65.2,8.6,403.6,4,Off,None,3,10,1.2,2,8.880609948,2.579710208,1.260538706,No Action
12-08-2024 20:13,B2,R5,21.4,50.7,33.7,244.5,0,Malfunction,None,3,23,3.1,0,37.0009618,2.642467395,3.054977721,Adjust Temperature
26-05-2024 20:43,B3,R9,27.5,41.9,36,429.5,1,Off,HVAC,3,21.5,4.7,3,37.11155918,3.242505151,3.842579972,Increase Maintenance
23-01-2024 14:37,B2,R10,29.3,47,7.4,178.8,4,Malfunction,Plumbing,0,11.4,1.3,2,7.654008831,0,1.533410725,Adjust Temperature
02-05-2024 05:36,B3,R5,27.1,30.2,11.6,245.5,3,Off,None,0,13.4,4.9,0,11.76161961,0,5.384651904,Adjust Temperature
03-05-2024 20:59,B1,R9,17.4,52.1,34.1,179.6,0,On,Electrical,4,3.2,3.3,1,31.97401422,3.788193227,3.534058175,Increase Maintenance
14-02-2024 11:54,B3,R7,25.5,47.8,48.3,54.8,2,Malfunction,None,0,23.3,1.5,0,52.60263642,0,1.681445095,Adjust Temperature
30-04-2024 07:59,B1,R10,23.7,34.1,43.7,319.8,4,On,Plumbing,5,19.3,3.7,1,45.55898855,5.411141408,3.697466756,Adjust Temperature
24-04-2024 23:42,B3,R5,23.7,53.2,27.3,96.2,3,Malfunction,Plumbing,0,8.9,2.5,1,27.37801477,0,2.776411197,Increase Maintenance
25-04-2024 15:16,B3,R7,21.8,31.9,37.3,86.3,0,On,Electrical,4,22.3,3.8,3,40.61596155,4.047246568,3.11851509,Increase Maintenance
16-02-2024 17:14,B2,R3,22.9,40.5,44.3,140.9,4,On,None,3,8.9,1.1,0,40.18355238,2.943514582,1.128981155,Increase Maintenance
01-07-2024 22:08,B1,R2,25.4,53.9,15.7,200.7,4,On,Plumbing,4,17.5,4.5,0,14.82459306,3.55887919,3.712963615,Monitor Device
29-04-2024 23:38,B1,R1,20.5,63.3,15.2,474.4,4,Malfunction,None,4,8.3,1.9,3,16.37264189,4.37405024,2.23509081,Monitor Device
24-05-2024 06:15,B1,R4,30.7,69,6.4,367.8,0,On,None,0,19.6,1.3,0,6.216084814,0,1.402488122,Increase Maintenance
04-08-2024 03:55,B3,R2,23.3,42.8,44.5,350.9,5,Malfunction,None,0,21.4,2.8,1,44.07285224,0,3.149209565,Monitor Device
09-05-2024 10:16,B2,R2,23.6,68.8,41.6,443.1,4,On,Plumbing,4,19.4,2.5,3,41.56587379,4.031627135,2.644087981,No Action
12-08-2024 08:52,B1,R5,21.8,35.1,20.6,129.8,1,On,None,3,9.8,1.8,2,21.17905828,2.449481063,2.155924421,Adjust Temperature
28-06-2024 16:07,B3,R9,17.9,32.5,29.7,108.1,0,On,None,5,22.9,3.9,3,30.52546306,4.034604301,3.9339072,Adjust Temperature
02-01-2024 20:16,B1,R8,20.8,46.3,17.5,324.3,1,On,Plumbing,4,22.3,3.3,3,15.75798922,4.198363991,3.830060302,No Action
24-05-2024 11:25,B1,R2,18.2,33.6,11.9,398.3,4,On,Plumbing,5,1.5,4.7,0,11.8357883,4.857925306,4.209114972,Monitor Device
04-02-2024 14:40,B2,R2,17.9,43,35.5,153.4,4,Malfunction,Plumbing,0,2.1,1.4,3,36.99647219,0,1.230987548,Adjust Temperature
28-01-2024 22:04,B1,R2,19.8,55.6,45.4,280.5,4,On,None,4,8.6,4.6,3,42.9314383,4.406656461,4.893022085,Adjust Temperature
23-01-2024 11:34,B3,R3,27,50.7,6.5,237.4,3,Malfunction,Plumbing,2,9.2,3.2,1,6.055871163,1.960263107,3.292420325,Adjust Temperature
26-02-2024 14:01,B1,R2,22,32,39.3,135.3,2,Off,None,3,20.4,1.8,1,35.82140887,3.379065539,1.905789998,Adjust Temperature
23-04-2024 13:03,B3,R1,21.4,51.1,31.6,228.5,3,Malfunction,Plumbing,4,13.3,3.8,0,31.72835509,4.189021567,3.954802974,Adjust Temperature
24-04-2024 15:11,B3,R8,23,58.6,44.8,108.7,0,On,Plumbing,0,17.7,3,3,40.42820716,0,3.053704608,No Action
03-08-2024 13:03,B1,R6,21.2,58.1,19.7,179.5,3,On,Plumbing,4,18.6,3,2,19.56982798,4.22921504,2.452751497,Increase Maintenance
13-02-2024 17:09,B3,R1,17.5,60.3,18.9,154.6,2,Malfunction,None,4,22.1,3.9,3,18.9421875,4.102539905,3.599271502,Adjust Temperature
11-07-2024 20:29,B3,R1,21.2,66,41.2,301.7,3,On,None,5,18.9,1.7,3,45.20918197,5.793086822,1.521642444,Adjust Temperature
13-05-2024 14:59,B2,R1,28.4,67.8,22.3,342,4,Off,HVAC,4,6.6,2,0,24.43772742,3.235661231,1.715817918,Increase Maintenance
22-06-2024 02:13,B1,R6,25.4,67.2,22,256.6,4,Malfunction,Plumbing,0,13.5,1.4,0,23.07494898,0,1.186687357,Adjust Temperature
16-04-2024 07:57,B1,R4,24.8,65.6,8.7,380.1,0,On,Electrical,0,13.3,4.9,3,8.371377952,0,3.929172501,No Action
09-05-2024 23:19,B3,R6,17.9,41.4,42.3,468.1,4,Malfunction,Plumbing,2,22.4,4,3,45.13308325,1.994347795,4.159831865,Increase Maintenance
30-03-2024 19:22,B3,R4,23.1,69.8,28.1,102,5,Malfunction,Electrical,4,13.8,4.8,0,30.00190538,4.307890759,4.880354942,Monitor Device
22-02-2024 10:30,B3,R10,28.7,51.3,20.2,72.2,1,On,Plumbing,2,11.5,3.5,3,20.61405015,2.182973766,3.404897605,Increase Maintenance
13-03-2024 20:00,B2,R1,23.1,30.6,19.6,288.3,3,Malfunction,Plumbing,0,20.6,1.6,2,17.8758061,0,1.813409124,Adjust Temperature
04-01-2024 23:53,B2,R5,26.9,53.5,13.5,235.4,5,Off,Electrical,2,1.8,1.9,1,13.89060622,2.208901926,1.723879088,Increase Maintenance
20-02-2024 15:07,B2,R1,22.1,39.6,23.5,208.2,4,On,Electrical,5,13.9,1.3,0,21.89629256,4.461474014,1.30409633,Adjust Temperature
